LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN)
Argyll & Bute,Local Authority,Iona Primary School,Isle Of Iona,Argyll,,PA76 6SJ,125067299
Argyll & Bute,Local Authority,Keills Primary School,Port Askaig,Isle Of Islay,ARGYLL,PA46 7RF,125061020
Argyll & Bute,Local Authority,Kilchattan Primary School,Kilchattan,Isle Of Colonsay,ARGYLL,PA61 7YR,125062214
Argyll & Bute,Local Authority,Kilmartin Primary School,Kilmartin,Lochgilphead,ARGYLL,PA31 8QF,125050806
Argyll & Bute,Local Authority,Kilmodan Primary School,Kilmodan,Glendaruel,ARGYLL,PA22 3AE,125059361
Argyll & Bute,Local Authority,Kilninver Primary School,Kilninver,Oban,ARGYLL,PA34 4UT,125064144
Argyll & Bute,Local Authority,Kirn Primary School,Park Road,Kirn,DUNOON,PA23 8EH,125031672
Argyll & Bute,Local Authority,Lismore Primary School,Isle Of Lismore,Oban,ARGYLL,PA34 5UG,125066969
Argyll & Bute,Local Authority,Lochdonhead Primary School,Lochdonhead,Isle Of Mull,ARGYLL,PA64 6AP,125067451
Argyll & Bute,Local Authority,Lochnell Primary School,Ledaig,Benderloch,OBAN,PA37 1QS,125067339
Argyll & Bute,Local Authority,Lochgoilhead Primary School,Lochgoilhead,Cairndow,ARGYLL,PA24 8AJ,125058774
Argyll & Bute,Local Authority,Park Primary School,Kerrera Terrace,Oban,ARGYLL,PA34 5AU,125045065
Argyll & Bute,Local Authority,Rockfield Primary School,Oban Primary Campus,Soroba Road,OBAN,PA34 4SB,125069954
Argyll & Bute,Local Authority,St Columba's Primary School,Oban Primary Campus,Soroba Road,OBAN,PA34 4SB,125069954
Argyll & Bute,Local Authority,Port Charlotte Primary School,Port Charlotte,Isle Of Islay,ARGYLL,PA48 7TW,125046664
Argyll & Bute,Local Authority,Port Ellen Primary School,Port Ellen,Isle of Islay,ARGYLL,PA42 7BW,125030892
Argyll & Bute,Local Authority,Rhunahaorine Primary School,Tayinloan,Tarbert,ARGYLL,PA29 6XG,125052089
Argyll & Bute,Local Authority,Salen Primary School,Salen,Aros,ISLE OF MULL,PA72 6JL,125066267
Argyll & Bute,Local Authority,Sandbank Primary School,Sandbank,By Dunoon,ARGYLL,PA23 8PW,125057435
Argyll & Bute,Local Authority,Small Isles Primary School,Craighouse,Isle of Jura,ARGYLL,PA60 7XG,125061932
Argyll & Bute,Local Authority,Strachur Primary School,Strachur,Argyll,,PA27 8DQ,125057944
Argyll & Bute,Local Authority,Strath of Appin Primary,Strath of Appin,Appin,ARGYLL,PA38 4BG,125066783
Argyll & Bute,Local Authority,Strone Primary School,Strone,By Dunoon,ARGYLL,PA23 8RU,125059060
Argyll & Bute,Local Authority,Taynuilt Primary School,Taynuilt,Argyll,,PA35 1JE,125064774
Argyll & Bute,Local Authority,Tayvallich Primary School,Tayvallich,Lochgilphead,ARGYLL,PA31 8PW,125051424
Argyll & Bute,Local Authority,Tighnabruaich Primary School,Tighnabruaich,Argyll,,PA21 2BE,125060305
Argyll & Bute,Local Authority,Toward Primary School,Toward,By Dunoon,ARGYLL,PA23 7UG,125058258
Argyll & Bute,Local Authority,Ulva Primary School,Ulva Ferry,Isle Of Mull,ARGYLL,PA73 6LT,125065439
Argyll & Bute,Local Authority,Rockfield Gaelic Unit,Oban Primary Campus,Soroba Road,OBAN,PA34 4SB,125069954
Argyll & Bute,Local Authority,Islay High School,Bowmore,Isle Of Islay,ARGYLL,PA43 7LS,125030848
Argyll & Bute,Local Authority,Salen Primary Gaelic Unit,Salen,Aros,ISLE OF MULL,PA72 6JL,125066267
Argyll & Bute,Local Authority,Campbeltown Grammar School,Hutcheon Road,Campbeltown,ARGYLL,PA28 6JS,125041425
Argyll & Bute,Local Authority,Sandbank Primary Gaelic Unit,Sandbank,By Dunoon,ARGYLL,PA23 8PW,125057435
Argyll & Bute,Local Authority,Tiree High School,Isle Of Tiree,Argyll,,PA77 6XA,125063245
Argyll & Bute,Local Authority,Dunoon Grammar School,Ardenslate Road,DUNOON,ARGYLL,PA23 8LU,125013150
Argyll & Bute,Local Authority,Oban High School,Soroba Road,Oban,ARGYLL,PA34 4JB,125031230
Argyll & Bute,Local Authority,Tarbert Academy,School Road,Tarbert,ARGYLL,PA29 6TE,125041643
Argyll & Bute,Local Authority,Tobermory High School,Tobermory,Isle Of Mull,ARGYLL,PA75 6PB,125031352
Argyll & Bute,Local Authority,Lochgilphead High School,Lochgilphead Joint Campus,Kilmory,LOCHGILPHEAD,PA31 8AA,125080289
Argyll & Bute,Local Authority,Castlehill Primary School,Ralston Road,Campbeltown,ARGYLL,PA28 6LE,125042512
Argyll & Bute,Local Authority,Dalintober Primary School,Dalaruan Street,"Dalintober, Campbeltown",ARGYLL,PA28 6HG,125046604
Argyll & Bute,Local Authority,Tiree Primary Gaelic Unit,Isle Of Tiree,Argyll,,PA77 6XA,125063245
Argyll & Bute,Local Authority,North Bute Primary School,Port Bannatyne,Rothesay,ISLE OF BUTE,PA20 0LZ,125044240
Argyll & Bute,Local Authority,St Andrew's Primary School,Gowanfield Terrace,Rothesay,ISLE OF BUTE,PA20 0DX,125041398
Argyll & Bute,Local Authority,Rothesay Academy,Rothesay Joint Campus,Townhead,ROTHESAY,PA20 9JH,125056195
Argyll & Bute,Local Authority,Bowmore Primary School,Bowmore,Isle of Islay,ARGYLL,PA43 7JX,125030848
Argyll & Bute,Local Authority,Bowmore Primary Gaelic Unit,Bowmore,Isle of Islay,ARGYLL,PA43 7JX,125030848
North Ayrshire,Local Authority,Brodick Primary School,Brodick,,ISLE OF ARRAN,KA27 8DW,126058190
North Ayrshire,Local Authority,Corrie Primary School,Corrie,,ISLE OF ARRAN,KA27 8JP,126058851
North Ayrshire,Local Authority,Kilmory Primary School,Kilmory,,ISLE OF ARRAN,KA27 8PQ,126058050
North Ayrshire,Local Authority,Pirnmill Primary School,Pirnmill,Brodick,ISLE OF ARRAN,KA27 8HP,126057493
North Ayrshire,Local Authority,Shiskine Primary School,Shiskine,Brodick,ISLE OF ARRAN,KA27 8EP,126057771
North Ayrshire,Local Authority,Whiting Bay Primary School,Whiting Bay,,ISLE OF ARRAN,KA27 8PX,126059331
North Ayrshire,Local Authority,Arran High School,Lamlash,,ISLE OF ARRAN,KA27 8NG,126073240
North Ayrshire,Local Authority,St Matthew's Academy,Jack's Road,,SALTCOATS,KA21 5NT,126068279
North Ayrshire,Local Authority,Stanley Primary School,Stanley Road,,ARDROSSAN,KA22 7DH,126073147
North Ayrshire,Local Authority,Winton Primary School,Anderson Terrace,,ARDROSSAN,KA22 8JP,126060269
North Ayrshire,Local Authority,St Peter's Primary School,South Isle Road,,ARDROSSAN,KA22 7PX,126060284
North Ayrshire,Local Authority,Beith Primary School,Glebe Road,,BEITH,KA15 1AZ,126062787
North Ayrshire,Local Authority,Dalry Primary School,Sharon Street,,DALRY,KA24 5DR,126087475
North Ayrshire,Local Authority,St Palladius' Primary School,Roche Way,,DALRY,KA24 5DG,126060749
North Ayrshire,Local Authority,Dreghorn Primary School,Dundonald Road,Dreghorn,IRVINE,KA11 4AP,126079577
North Ayrshire,Local Authority,Fairlie Primary School,Morton Way,,FAIRLIE,KA29 0BW,126064276
North Ayrshire,Local Authority,Gateside Primary School,Main Road,,GATESIDE,KA15 2LF,126061846
North Ayrshire,Local Authority,Moorpark Primary School,Milton Road,,KILBIRNIE,KA25 7BW,126061150
North Ayrshire,Local Authority,St Bridget's Primary School,Hagthorn Avenue,,KILBIRNIE,KA25 6EJ,126061111
North Ayrshire,Local Authority,Castlepark Primary School,Carron Place,,IRVINE,KA12 9LQ,126041073
North Ayrshire,Local Authority,Glebe Primary School,Kirk Vennel,,IRVINE,KA12 0DQ,126061206
North Ayrshire,Local Authority,Loudoun-Montgomery Primary School,Ayr Road,,IRVINE,KA12 8DF,126061212
North Ayrshire,Local Authority,Woodlands Primary School,Woodlands Avenue,,IRVINE,KA12 0PU,126061227
North Ayrshire,Local Authority,Abbey Primary School,Claremont Crescent,,KILWINNING,KA13 7HG,126060678
North Ayrshire,Local Authority,Blacklands Primary School,David's Crescent,,KILWINNING,KA13 6JJ,126060644
North Ayrshire,Local Authority,Corsehill Primary School,Fergushill Road,,KILWINNING,KA13 7GW,126060862
North Ayrshire,Local Authority,Pennyburn Primary School,Sundrum Place,Pennyburn,KILWINNING,KA13 6SE,126060645
North Ayrshire,Local Authority,St Winning's Primary School,St Winning's Road,,KIWINNING,KA13 6JX,126060670
North Ayrshire,Local Authority,St Mary's Primary School,Alexander Avenue,,LARGS,KA30 9DR,126087649
North Ayrshire,Local Authority,Dykesmains Primary School,Simpson Drive,,SALTCOATS,KA21 6EX,126060356
North Ayrshire,Local Authority,Mayfield Primary School,Kenilworth Drive,,SALTCOATS,KA21 6HS,126069160
North Ayrshire,Local Authority,St Anthony's Primary School,Dykesmains Road,,SALTCOATS,KA21 6DE,126060350
North Ayrshire,Local Authority,Skelmorlie Primary School,Innes Park Road,,SKELMORLIE,PA17 5BA,126059795
North Ayrshire,Local Authority,Springside Primary School,Station Road,Springside,IRVINE,KA11 3AZ,126061765
North Ayrshire,Local Authority,Ardeer Primary School,Clark Crescent,,STEVENSTON,KA20 3LZ,126060431
North Ayrshire,Local Authority,Hayocks Primary School,Lumsden Place,,STEVENSTON,KA20 4HG,126060516
North Ayrshire,Local Authority,Glencairn Primary School,New Street,,STEVENSTON,KA20 3HQ,126060416
North Ayrshire,Local Authority,St John's Primary School,Morrison Avenue,,STEVENSTON,KA20 4HH,126060517
North Ayrshire,Local Authority,West Kilbride Primary School,Hunterston Road,,WEST KILBRIDE,KA23 9EX,126059847
North Ayrshire,Local Authority,Ardrossan Academy,Sorbie Road,,ARDROSSAN,KA22 8AR,126060254
North Ayrshire,Local Authority,Greenwood Academy,Dreghorn,,IRVINE,KA11 4HL,126073224
North Ayrshire,Local Authority,Irvine Royal Academy,Kilwinning Road,,IRVINE,KA12 8SJ,126061021
North Ayrshire,Local Authority,Garnock Community Campus,Beith Road,,GLENGARNOCK,KA14 3BF,126086698
North Ayrshire,Local Authority,Largs Academy,Alexander Avenue,,LARGS,KA30 9DR,126087649
North Ayrshire,Local Authority,Auchenharvie Academy,Saltcoats Road,,STEVENSTON,KA20 3JW,126060372
North Ayrshire,Local Authority,Whitehirst Park Primary,Stevenston Road,,KILWINNING,KA13 6NQ,126060671
North Ayrshire,Local Authority,St Luke's Primary School,Pennyburn Road,,KILWINNING,KA13 6LF,126060567
North Ayrshire,Local Authority,St Mark's Primary School,Clark Drive,,IRVINE,KA12 0NS,126061408
North Ayrshire,Local Authority,Kilwinning Academy,Dalry Road,,KILWINNING,KA13 7HD,126060677
North Ayrshire,Local Authority,Cumbrae Primary School,Bute Terrace,,MILLPORT,KA28 0BB,126059538
North Ayrshire,Local Authority,Annick Primary School,Bensley Rise,Girdle Toll,IRVINE,KA11 1BQ,126061545
North Ayrshire,Local Authority,Lamlash Primary School,McKelvie Road,Lamlash,ISLE OF ARRAN,KA27 8NP,126058608
North Ayrshire,Local Authority,St John Ogilvie Primary School,13 Towerlands Farm Road,Bourtreehill,IRVINE,KA11 1PZ,126046610
North Ayrshire,Local Authority,Caledonia Primary School,Campbell Avenue,,SALTCOATS,KA21 5AF,126060305
North Ayrshire,Local Authority,Lawthorn Primary School,Lochlibo Road,Lawthorn,IRVINE,KA11 2AY,126063051
East Ayrshire,Local Authority,St Andrew's Primary School,c/o St Joseph's Campus,Grassyards Road,KILMARNOCK,KA3 7SL,127067105
East Ayrshire,Local Authority,Crosshouse Primary School,Playingfield Road,Crosshouse,,KA2 0JJ,127002105
East Ayrshire,Local Authority,Darvel Primary School,Campbell Street East,Darvel,,KA17 0BP,127057210
East Ayrshire,Local Authority,Dunlop Primary School,Main Street,Dunlop,,KA3 4AN,127003260
East Ayrshire,Local Authority,Fenwick Primary School,1 Kirkton Road,Fenwick,,KA3 6DH,127028231
East Ayrshire,Local Authority,Galston Primary School,Western Road,Galston,,KA4 8BG,127065829
East Ayrshire,Local Authority,St Sophia's Primary School,Nelville Drive,Galston,,KA4 8BN,127047187
East Ayrshire,Local Authority,Hurlford Primary School,Union Street,Hurlford,,KA1 5BT,127027459
East Ayrshire,Local Authority,Annanhill Primary School,Beech Avenue,Kilmarnock,,KA1 2EW,127066833
East Ayrshire,Local Authority,Hillhead Primary School,2 Kilmaurs Road,Kilmarnock,,KA3 1QJ,127047690
East Ayrshire,Local Authority,Loanhead Primary School,Loanhead Street,Kilmarnock,,KA1 3AU,127019041
East Ayrshire,Local Authority,Mount Carmel Primary School,Meiklewood Road,Kilmarnock,,KA3 2EL,127047792
East Ayrshire,Local Authority,Onthank Primary School,Meiklewood Road,Kilmarnock,,KA3 2ES,127014841
East Ayrshire,Local Authority,Shortlees Primary School,Blacksyke Avenue,Kilmarnock,,KA1 4SR,127062968
East Ayrshire,Local Authority,Kilmaurs Primary School,15 Sunnyside,Kilmaurs,,KA3 2RY,127002920
East Ayrshire,Local Authority,Newmilns Primary School,Gilfoot,Newmilns,,KA16 9LP,127048504
East Ayrshire,Local Authority,Lainshaw Primary School,Kilwinning Road,Stewarton,,KA3 3DL,127006567
East Ayrshire,Local Authority,Nether Robertland Primary School,Pokelly Place,Stewarton,,KA3 5PF,127015998
East Ayrshire,Local Authority,Loudoun Academy,Glasgow Road,Galston,,KA4 8PD,127058023
East Ayrshire,Local Authority,Grange Academy,Beech Avenue,Kilmarnock,,KA1 2EW,127066834
East Ayrshire,Local Authority,Crosshouse Communication Unit,Crosshouse Primary School,Playingfield Road,CROSSHOUSE,KA2 0JJ,127002105
East Ayrshire,Local Authority,St Joseph's Academy,Grassyards Road,Kilmarnock,,KA3 7SL,127067104
East Ayrshire,Local Authority,Stewarton Academy,Cairnduff Place,Stewarton,,KA3 5QF,127015286
East Ayrshire,Local Authority,Park School,Beech Avenue,Kilmarnock,,KA1 2EW,127066835
East Ayrshire,Local Authority,Willowbank School,Grassyards Road,Kilmarnock,,KA3 7BB,127069951
East Ayrshire,Local Authority,Gargieston Primary School,Dundonald Road,Kilmarnock,,KA1 1UG,127004450
East Ayrshire,Local Authority,Sgoil na Coille Nuaidh,William McIlvanney Campus,Sutherland Drive,KILMARNOCK,KA3 7DF,127073026
South Ayrshire,Local Authority,Annbank Primary School,39 Annbank Road,Mossblown,AYR,KA6 5DZ,141047318
South Ayrshire,Local Authority,Alloway Primary School,16 Doonholm Road,Ayr,,KA7 4QQ,141061344
South Ayrshire,Local Authority,Braehead Primary School,15A Gould Street,Ayr,,KA8 9PJ,141035028
South Ayrshire,Local Authority,Dalmilling Primary School,4 Harthall,Ayr,,KA8 0PD,141041912
South Ayrshire,Local Authority,Forehill Primary School,24 Cessnock Place,Ayr,,KA7 3HR,141032748
South Ayrshire,Local Authority,Grammar Primary School,Fort Street,Ayr,,KA7 1HX,141072872
South Ayrshire,Local Authority,Heathfield Primary School,Heathfield Road,Ayr,,KA8 9DR,141028192
South Ayrshire,Local Authority,Holmston Primary School,Holmston Road,Ayr,,KA7 3BB,141022643
South Ayrshire,Local Authority,St John's Primary School,2A Whitletts Road,Ayr,,KA8 0JB,141024540
South Ayrshire,Local Authority,Ballantrae Primary School,6 The Vennel,Ballantrae,GIRVAN,KA26 0NH,141055138
South Ayrshire,Local Authority,Barr Primary School,Changue Road,Barr,GIRVAN,KA26 9TT,141052945
South Ayrshire,Local Authority,Barrhill Primary School,Main Street,Barhill,,KA26 0PP,141054197
South Ayrshire,Local Authority,Colmonell Primary School,Main Street,Colmonell,GIRVAN,KA26 0RY,141068970
South Ayrshire,Local Authority,Coylton Primary School,4A Main Road,Coylton,,KA6 6JP,141062880
South Ayrshire,Local Authority,Crosshill Primary School,49 Carrick Drive,Crosshill,MAYBOLE,KA19 7RH,141005505
South Ayrshire,Local Authority,Dailly Primary School,81 Main Street,Dailly,GIRVAN,KA26 9SB,141001135
South Ayrshire,Local Authority,Doonfoot Primary School,29A Abotts Way,Ayr,,KA7 4HJ,141004344
South Ayrshire,Local Authority,Dundonald Primary School,Castle Drive,Dundonald,KILMARNOCK,KA2 9EP,141043862
South Ayrshire,Local Authority,Fisherton Primary School,4 Ayr Road,Dunure,AYR,KA7 4LQ,141001221
South Ayrshire,Local Authority,Girvan Primary School,7 Wesley Road,Girvan,,KA26 9DD,141050816
South Ayrshire,Local Authority,Kirkmichael Primary School,Woodside Avenue,Kirkmichael,,KA19 7PP,141018024
South Ayrshire,Local Authority,Maidens Primary School,35A Shanter Road,Maidens,GIRVAN,KA26 9NL,141000348
South Ayrshire,Local Authority,St Cuthbert's Primary School,Kirkoswald Road,Maybole,,KA19 8BP,141073990
South Ayrshire,Local Authority,Minishant Primary School,Merrick Crescent,Minishant,,KA19 8ET,141005578
South Ayrshire,Local Authority,Monkton Primary School,Station Road,Monkton,PRESTWICK,KA9 2RH,141068904
South Ayrshire,Local Authority,Glenburn Primary School,Sherwood Road,Prestwick,,KA9 1EY,141042895
South Ayrshire,Local Authority,Kingcase Primary School,Nursery Avenue,Prestwick,,KA9 2DG,141061448
South Ayrshire,Local Authority,St Ninian's Primary School,Sherwood Road,Prestwick,,KA9 1EY,141042895
South Ayrshire,Local Authority,Straiton Primary School,27 Newton Stewart Road,Straiton,MAYBOLE,KA19 7NN,141044469
South Ayrshire,Local Authority,Symington Primary School,Brewlands Road,Symington,KILMARNOCK,KA1 5QZ,141045017
South Ayrshire,Local Authority,Tarbolton Primary School,Tarbolton Community Campus,Montgomerie Street,TARBOLTON,KA5 5QA,141072772
South Ayrshire,Local Authority,Troon Primary School,37 Barassie Street,Troon,,KA10 6LX,141008778
South Ayrshire,Local Authority,Barassie Primary School,30 Burnfoot Avenue,Troon,,KA10 6RQ,141009929
South Ayrshire,Local Authority,Muirhead Primary School,Buchan Road,Troon,,KA10 7BT,141016433
South Ayrshire,Local Authority,St Patrick's Primary School,Academy Street,Troon,,KA10 6HR,141007480
South Ayrshire,Local Authority,Ayr Academy,University Avenue,Ayr,,KA8 0SZ,141071498
South Ayrshire,Local Authority,Belmont Academy,Nursery Road,Ayr,,KA7 2PG,141064236
South Ayrshire,Local Authority,Queen Margaret Academy,33A Dalmellington Road,Ayr,,KA7 3TL,141031299
South Ayrshire,Local Authority,Girvan Academy,62 The Avenue,Girvan,,KA26 9DW,141052397
South Ayrshire,Local Authority,Carrick Academy,72/74 Kirkoswald Road,Maybole,,KA19 8BP,141073988
South Ayrshire,Local Authority,Prestwick Academy,15 Newdykes Road,Prestwick,,KA9 2LB,141040027
South Ayrshire,Local Authority,Kincaidston Primary School,25 Cranesbill Court,Kincaidston,AYR,KA7 3YN,141020077
South Ayrshire,Local Authority,Invergarven School,Coalpots Road,Girvan,,KA26 0EH,141051415
South Ayrshire,Local Authority,Southcraig Campus,Belmont Avenue,Ayr,,KA7 2ND,141021333
South Ayrshire,Local Authority,Marr College,Dundonald Road,Troon,,KA10 7AB,141015686
South Ayrshire,Local Authority,Newton Primary School,175A Russell Drive,Ayr,,KA8 8JL,141025237
South Ayrshire,Local Authority,Kyle Academy,7 Overmills Road,Ayr,,KA7 3LR,141032764
South Ayrshire,Local Authority,Struthers Primary School,15A Staffin Road,Muirhead,TROON,KA10 7JB,141017362
South Ayrshire,Local Authority,Sacred Heart Primary School,Henrietta Street,Girvan,,KA26 9AW,141055449
East Ayrshire,Local Authority,Lochnorris SLU,Lochnorris Primary School,Auchinleck Road,CUMNOCK,KA18 1RS,127074085
East Ayrshire,Local Authority,Auchinleck Primary School,Dalsalloch Road,Auchinleck,,KA18 2BU,127036355
East Ayrshire,Local Authority,St Patrick's Primary School,Well Road,Auchinleck,,KA18 2LA,127046555
East Ayrshire,Local Authority,Catrine Primary School,Fourfields,Catrine,,KA5 6PS,127034451
East Ayrshire,Local Authority,Logan Primary School,Logangate Terrace,Cumnock,,KA18 3HD,127044005
East Ayrshire,Local Authority,Netherthird Primary School,Craigens Road,Cumnock,,KA18 3AN,127041240
East Ayrshire,Local Authority,Bellsbank Primary School,Craiglea Crescent,Dalmellington,,KA6 7UA,127074574
East Ayrshire,Local Authority,Dalrymple Primary School,Hillview,Dalrymple,,KA6 6PZ,127000151
East Ayrshire,Local Authority,Drongan Primary School,Millmannoch Avenue,Drongan,,KA6 7BY,127023106
East Ayrshire,Local Authority,Littlemill Primary School,Littlemill,Rankinston,,KA6 7HJ,127058016
East Ayrshire,Local Authority,Mauchline Primary School,The Loan,Mauchline,,KA5 6AN,127033113
East Ayrshire,Local Authority,Patna Supported Learning Unit,Patna Primary School,Whitehill Avenue,PATNA,KA6 7LY,127004070
